location_id,city,state,country,geo_risk_score
1497,Thoothukudi,Sikkim,India,0.169
1498,Srinagar,Sikkim,India,0.324
1499,Indore,Punjab,India,0.213
1500,Morena,Telangana,India,0.315
1501,Vadodara,Madhya Pradesh,India,0.102
1502,Bangalore,Manipur,India,0.216
1503,Ambattur,Andhra Pradesh,India,0.054
1504,Guntakal,Karnataka,India,0.106
1505,Tirunelveli,West Bengal,India,0.628
1506,Gurgaon,Mizoram,India,0.351
1507,Vasai-Virar,Bihar,India,0.379
1508,Singrauli,West Bengal,India,0.111
1509,Sikar,Tamil Nadu,India,0.493
1510,Indore,Nagaland,India,0.335
1511,Moradabad,Tamil Nadu,India,0.659
1512,Nellore,Bihar,India,0.155
1513,Tadipatri,Kerala,India,0.595
1514,Sultan Pur Majra,Rajasthan,India,0.314
1515,Madurai,Haryana,India,0.151
1516,Warangal,Sikkim,India,0.217
1517,Hazaribagh,Uttarakhand,India,0.626
1518,Lucknow,Maharashtra,India,0.335
1519,Tadepalligudem,Goa,India,0.068
1520,Shahjahanpur,Himachal Pradesh,India,0.084
1521,Tirunelveli,Kerala,India,0.088
1522,Alappuzha,Haryana,India,0.572
1523,Suryapet,Chhattisgarh,India,0.249
1524,Davanagere,Manipur,India,0.065
1525,Motihari,Manipur,India,0.291
1526,Tenali,Tamil Nadu,India,0.167
1527,Tumkur,Assam,India,0.152
1528,Silchar,Tamil Nadu,India,0.181
1529,Maheshtala,Andhra Pradesh,India,0.405
1530,Baranagar,Madhya Pradesh,India,0.379
1531,Haridwar,Mizoram,India,0.186
1532,Loni,Tamil Nadu,India,0.155
1533,Bareilly,Jharkhand,India,0.11
1534,Bongaigaon,Chhattisgarh,India,0.185
1535,Pali,Chhattisgarh,India,0.363
1536,Nashik,Manipur,India,0.522
1537,Bhind,Karnataka,India,0.38
1538,Khandwa,Goa,India,0.512
1539,Lucknow,Goa,India,0.328
1540,Buxar,Sikkim,India,0.644
1541,Raipur,Maharashtra,India,0.658
1542,North Dumdum,Tamil Nadu,India,0.159
1543,Aurangabad,Meghalaya,India,0.402
1544,Morbi,Maharashtra,India,0.427
1545,Tirupati,Manipur,India,0.583
1546,Raipur,Goa,India,0.222
1547,Dindigul,Madhya Pradesh,India,0.167
1548,Hapur,Jharkhand,India,0.322
1549,Darbhanga,Uttar Pradesh,India,0.283
1550,Amravati,Assam,India,0.272
1551,Surat,Tripura,India,0.472
1552,Medininagar,Odisha,India,0.273
1553,Bulandshahr,Nagaland,India,0.195
1554,South Dumdum,Uttarakhand,India,0.144
1555,Chinsurah,Sikkim,India,0.402
1556,Haldia,Gujarat,India,0.572
1557,Shahjahanpur,Assam,India,0.457
1558,Sirsa,Uttarakhand,India,0.207
1559,Medininagar,Manipur,India,0.377
1560,Alwar,Himachal Pradesh,India,0.514
1561,Morena,Nagaland,India,0.65
1562,Bharatpur,Madhya Pradesh,India,0.337
1563,Mau,Uttarakhand,India,0.443
1564,Khammam,Manipur,India,0.359
1565,Ahmedabad,Jharkhand,India,0.242
1566,Kamarhati,Goa,India,0.437
1567,Jamnagar,Karnataka,India,0.454
1568,Thrissur,Arunachal Pradesh,India,0.317
1569,Bhusawal,Tamil Nadu,India,0.345
1570,Surat,Meghalaya,India,0.291
1571,Ramgarh,Andhra Pradesh,India,0.534
1572,Panchkula,Odisha,India,0.053
1573,Rourkela,Nagaland,India,0.326
1574,Agartala,Bihar,India,0.512
1575,Guna,Mizoram,India,0.512
1576,Srinagar,Haryana,India,0.331
1577,Jaipur,Sikkim,India,0.576
1578,Gorakhpur,Manipur,India,0.286
1579,Panchkula,Rajasthan,India,0.175
1580,Ramgarh,Tripura,India,0.028
1581,Raebareli,Telangana,India,0.566
1582,Kalyan-Dombivli,Manipur,India,0.072
1583,New Delhi,Uttarakhand,India,0.15
1584,Moradabad,Uttarakhand,India,0.545
1585,Kamarhati,Goa,India,0.284
1586,Tiruppur,Chhattisgarh,India,0.527
1587,Junagadh,Arunachal Pradesh,India,0.295
1588,Chennai,Haryana,India,0.146
1589,Gopalpur,Himachal Pradesh,India,0.113
1590,Lucknow,Sikkim,India,0.262
1591,Secunderabad,Uttarakhand,India,0.078
1592,Gaya,Jharkhand,India,0.152
1593,Amritsar,Telangana,India,0.172
1594,Coimbatore,Himachal Pradesh,India,0.503
1595,Narasaraopet,Himachal Pradesh,India,0.738
1596,Nashik,Andhra Pradesh,India,0.555
1597,Nagercoil,Telangana,India,0.24
1598,Naihati,Himachal Pradesh,India,0.174
1599,Panchkula,Manipur,India,0.049
1600,Tadepalligudem,Tripura,India,0.082
1601,Morena,Goa,India,0.205
1602,Ujjain,Assam,India,0.58
1603,Faridabad,Gujarat,India,0.402
1604,Bardhaman,Tripura,India,0.213
1605,Morena,Rajasthan,India,0.27
1606,New Delhi,Uttar Pradesh,India,0.348
1607,Anantapur,Telangana,India,0.272
1608,Agra,Uttar Pradesh,India,0.482
1609,Aurangabad,Madhya Pradesh,India,0.211
1610,Navi Mumbai,Telangana,India,0.416
1611,Nandyal,Goa,India,0.291
1612,Madurai,Bihar,India,0.314
1613,Akola,Uttarakhand,India,0.26
1614,Secunderabad,Rajasthan,India,0.356
1615,Maheshtala,Gujarat,India,0.124
1616,Vijayanagaram,Madhya Pradesh,India,0.181
1617,Satna,Goa,India,0.176
1618,Solapur,Jharkhand,India,0.026
1619,Thanjavur,Gujarat,India,0.34
1620,Ongole,Goa,India,0.423
1621,Pudukkottai,Andhra Pradesh,India,0.408
1622,Jalandhar,Telangana,India,0.47
1623,Khammam,Uttarakhand,India,0.649
1624,Ghaziabad,Himachal Pradesh,India,0.544
1625,Rourkela,Rajasthan,India,0.204
1626,Pudukkottai,Tripura,India,0.299
1627,Madanapalle,Jharkhand,India,0.133
1628,Bhatpara,Rajasthan,India,0.688
1629,Aizawl,Chhattisgarh,India,0.015
1630,Tumkur,Uttar Pradesh,India,0.145
1631,Srinagar,Kerala,India,0.238
1632,Shivpuri,Telangana,India,0.134
1633,Haridwar,Maharashtra,India,0.224
1634,Udupi,Arunachal Pradesh,India,0.477
1635,Yamunanagar,Uttar Pradesh,India,0.493
1636,Jaipur,Gujarat,India,0.471
1637,Chapra,Maharashtra,India,0.165
1638,Machilipatnam,Goa,India,0.209
1639,Bhimavaram,Punjab,India,0.506
1640,Alappuzha,Kerala,India,0.217
1641,Ramagundam,Manipur,India,0.653
1642,Malegaon,Nagaland,India,0.162
1643,Sirsa,Meghalaya,India,0.324
1644,Giridih,Meghalaya,India,0.098
1645,Rajpur Sonarpur,Manipur,India,0.122
1646,Madanapalle,Telangana,India,0.005
1647,Fatehpur,Arunachal Pradesh,India,0.263
1648,Gangtok,Nagaland,India,0.17
1649,Bathinda,Chhattisgarh,India,0.157
1650,Kota,Meghalaya,India,0.061
1651,Bhavnagar,Chhattisgarh,India,0.372
1652,Panipat,Uttar Pradesh,India,0.404
1653,Nandyal,Meghalaya,India,0.647
1654,Kumbakonam,Tripura,India,0.535
1655,Nagpur,Bihar,India,0.372
1656,Vijayawada,Punjab,India,0.461
1657,Thane,Assam,India,0.178
1658,Guntur,Chhattisgarh,India,0.153
1659,Maheshtala,Assam,India,0.372
1660,Siliguri,Goa,India,0.41
1661,Warangal,Uttar Pradesh,India,0.161
1662,Lucknow,Arunachal Pradesh,India,0.338
1663,Kanpur,Odisha,India,0.35
1664,Srinagar,Kerala,India,0.381
1665,Kumbakonam,Sikkim,India,0.344
1666,North Dumdum,Telangana,India,0.179
1667,Bhubaneswar,Bihar,India,0.218
1668,Khammam,West Bengal,India,0.675
1669,Bhusawal,Odisha,India,0.197
1670,Madurai,Goa,India,0.251
1671,Guntakal,Tripura,India,0.196
1672,Miryalaguda,Mizoram,India,0.554
1673,Muzaffarnagar,Kerala,India,0.322
1674,Salem,Uttar Pradesh,India,0.169
1675,Aurangabad,Telangana,India,0.387
1676,Proddatur,Nagaland,India,0.691
1677,Tenali,Uttar Pradesh,India,0.265
1678,Gaya,Arunachal Pradesh,India,0.171
1679,Singrauli,Manipur,India,0.15
1680,Gangtok,Uttar Pradesh,India,0.114
1681,Erode,Maharashtra,India,0.035
1682,Durgapur,Punjab,India,0.289
1683,Agartala,Rajasthan,India,0.412
1684,Surendranagar Dudhrej,West Bengal,India,0.37
1685,Ramgarh,Jharkhand,India,0.466
1686,Rohtak,Uttar Pradesh,India,0.112
1687,Chennai,Gujarat,India,0.468
1688,Firozabad,Nagaland,India,0.259
1689,Amravati,Assam,India,0.16
1690,Machilipatnam,Tripura,India,0.261
1691,Silchar,Telangana,India,0.537
1692,Katihar,Andhra Pradesh,India,0.324
1693,Nangloi Jat,Meghalaya,India,0.223
1694,Bhilwara,Punjab,India,0.157
1695,Bhiwani,West Bengal,India,0.124
1696,Khandwa,Karnataka,India,0.38
1697,Nandyal,Andhra Pradesh,India,0.218
1698,Tiruppur,Arunachal Pradesh,India,0.378
1699,Gurgaon,Telangana,India,0.043
1700,Pali,Goa,India,0.285
1701,Thrissur,Tamil Nadu,India,0.201
1702,Rewa,Uttar Pradesh,India,0.425
1703,North Dumdum,Assam,India,0.377
1704,Kurnool,Tripura,India,0.232
1705,Tiruppur,Meghalaya,India,0.306
1706,Ramgarh,Himachal Pradesh,India,0.276
1707,Madanapalle,Meghalaya,India,0.155
1708,Gulbarga,Punjab,India,0.561
1709,Parbhani,Arunachal Pradesh,India,0.505
1710,Sri Ganganagar,Mizoram,India,0.331
1711,Unnao,Chhattisgarh,India,0.129
1712,Jamnagar,Chhattisgarh,India,0.125
1713,Mango,Nagaland,India,0.107
1714,Etawah,Karnataka,India,0.209
1715,Allahabad,Tripura,India,0.087
1716,Machilipatnam,Assam,India,0.083
1717,Shahjahanpur,Uttar Pradesh,India,0.025
1718,Arrah,Manipur,India,0.013
1719,Indore,Rajasthan,India,0.415
1720,Bhiwandi,Jharkhand,India,0.1
1721,Hyderabad,Nagaland,India,0.135
1722,Malegaon,Maharashtra,India,0.458
1723,Gulbarga,Andhra Pradesh,India,0.143
1724,Khora ,Bihar,India,0.542
1725,Rampur,Punjab,India,0.251
1726,Bhatpara,Chhattisgarh,India,0.508
1727,Mathura,Punjab,India,0.251
1728,Bijapur,Gujarat,India,0.386
1729,Siliguri,Himachal Pradesh,India,0.247
1730,Guntur,Tripura,India,0.527
1731,Hospet,Punjab,India,0.189
1732,Karaikudi,Rajasthan,India,0.235
1733,Kochi,Jharkhand,India,0.215
1734,Gudivada,West Bengal,India,0.304
1735,Bhalswa Jahangir Pur,Uttarakhand,India,0.226
1736,Mathura,Telangana,India,0.247
1737,Navi Mumbai,Rajasthan,India,0.583
1738,Bareilly,Mizoram,India,0.176
1739,Phagwara,Bihar,India,0.548
1740,Tadipatri,Assam,India,0.314
1741,Thiruvananthapuram,Sikkim,India,0.506
1742,Muzaffarpur,Uttarakhand,India,0.206
1743,Bhind,West Bengal,India,0.247
1744,Indore,Tripura,India,0.225
1745,Kumbakonam,Rajasthan,India,0.231
1746,Jorhat,Gujarat,India,0.374
1747,Bally,Rajasthan,India,0.324
1748,Siliguri,Punjab,India,0.169
1749,Bahraich,Karnataka,India,0.239
1750,Morbi,Tripura,India,0.147
1751,Anand,Mizoram,India,0.104
1752,Agartala,Tripura,India,0.56
1753,Hyderabad,Himachal Pradesh,India,0.606
1754,Bhubaneswar,Haryana,India,0.175
1755,Narasaraopet,Tamil Nadu,India,0.496
1756,Tadepalligudem,Himachal Pradesh,India,0.335
1757,Tiruchirappalli,Maharashtra,India,0.205
1758,Panchkula,Manipur,India,0.548
1759,Vijayawada,Sikkim,India,0.297
1760,Gangtok,Assam,India,0.197
1761,Nanded,Bihar,India,0.07
1762,Ahmednagar,Manipur,India,0.361
1763,South Dumdum,Uttarakhand,India,0.364
1764,Sikar,Himachal Pradesh,India,0.265
1765,Varanasi,Nagaland,India,0.005
1766,Bellary,Haryana,India,0.269
1767,Ahmednagar,Andhra Pradesh,India,0.259
1768,Jamnagar,Odisha,India,0.186
1769,Phagwara,Nagaland,India,0.449
1770,Panvel,Jharkhand,India,0.429
1771,Bulandshahr,Haryana,India,0.385
1772,Anantapur,Tripura,India,0.075
1773,Jhansi,Tamil Nadu,India,0.438
1774,Kharagpur,Madhya Pradesh,India,0.327
1775,Khammam,Arunachal Pradesh,India,0.364
1776,Shahjahanpur,Tripura,India,0.396
1777,Bongaigaon,Jharkhand,India,0.312
1778,Eluru,Uttar Pradesh,India,0.294
1779,Bilaspur,Maharashtra,India,0.159
1780,Madanapalle,Bihar,India,0.236
1781,Machilipatnam,Goa,India,0.598
1782,Karimnagar,Manipur,India,0.101
1783,Vellore,Jharkhand,India,0.153
1784,Nadiad,Gujarat,India,0.196
1785,Karnal,Sikkim,India,0.466
1786,Salem,Assam,India,0.281
1787,Berhampore,Himachal Pradesh,India,0.306
1788,Gurgaon,Uttarakhand,India,0.078
1789,Srinagar,Tamil Nadu,India,0.104
1790,Bidar,Haryana,India,0.16
1791,Bidhannagar,Uttar Pradesh,India,0.037
1792,Meerut,Rajasthan,India,0.309
1793,Motihari,Madhya Pradesh,India,0.195
1794,Ahmednagar,Madhya Pradesh,India,0.432
1795,Anand,Rajasthan,India,0.462
1796,Karawal Nagar,Rajasthan,India,0.45
1797,Pallavaram,Meghalaya,India,0.286
1798,Malegaon,West Bengal,India,0.237
1799,Navi Mumbai,Meghalaya,India,0.131
1800,Etawah,Tripura,India,0.317
1801,Guwahati,Manipur,India,0.332
1802,Chandigarh,Goa,India,0.184
1803,Gangtok,Odisha,India,0.36
1804,Mysore,Manipur,India,0.212
1805,Unnao,West Bengal,India,0.463
1806,Parbhani,Mizoram,India,0.176
1807,Thrissur,Chhattisgarh,India,0.287
1808,Surat,Uttarakhand,India,0.538
1809,Yamunanagar,Nagaland,India,0.172
1810,Nellore,Tamil Nadu,India,0.448
1811,Shivpuri,Sikkim,India,0.531
1812,Thiruvananthapuram,Madhya Pradesh,India,0.192
1813,Siliguri,Telangana,India,0.157
1814,Ranchi,Maharashtra,India,0.227
1815,Rajkot,Manipur,India,0.116
1816,Udupi,Nagaland,India,0.15
1817,Alappuzha,West Bengal,India,0.08
1818,Ratlam,Kerala,India,0.53
1819,Panvel,Sikkim,India,0.514
1820,Pondicherry,Telangana,India,0.23
1821,Bettiah,Kerala,India,0.123
1822,Bhind,Meghalaya,India,0.156
1823,Aligarh,Bihar,India,0.44
1824,Madanapalle,Kerala,India,0.291
1825,Narasaraopet,Chhattisgarh,India,0.216
1826,Kharagpur,Rajasthan,India,0.434
1827,Tadepalligudem,Nagaland,India,0.312
1828,South Dumdum,Tamil Nadu,India,0.41
1829,Shimoga,Bihar,India,0.281
1830,Panchkula,Goa,India,0.282
1831,Jaipur,Meghalaya,India,0.223
1832,Kharagpur,Rajasthan,India,0.165
1833,Hajipur,Nagaland,India,0.153
1834,Dibrugarh,Andhra Pradesh,India,0.425
1835,Malegaon,Assam,India,0.086
1836,Ichalkaranji,Rajasthan,India,0.252
1837,Bihar Sharif,Kerala,India,0.081
1838,Bongaigaon,Mizoram,India,0.155
1839,Muzaffarnagar,Uttar Pradesh,India,0.259
1840,Jaipur,Mizoram,India,0.557
1841,Cuttack,Maharashtra,India,0.264
1842,Rohtak,Assam,India,0.085
1843,Warangal,Sikkim,India,0.716
1844,Yamunanagar,Haryana,India,0.376
1845,Davanagere,Chhattisgarh,India,0.506
1846,Alwar,Punjab,India,0.251
1847,Rajpur Sonarpur,Uttar Pradesh,India,0.291
1848,Nadiad,West Bengal,India,0.469
1849,Ambattur,Odisha,India,0.549
1850,Kishanganj,Bihar,India,0.531
1851,Kottayam,Bihar,India,0.298
1852,Faridabad,Jharkhand,India,0.551
1853,Jamshedpur,Karnataka,India,0.133
1854,Gudivada,Karnataka,India,0.192
1855,Satna,Sikkim,India,0.239
1856,Raebareli,Rajasthan,India,0.397
1857,Jamshedpur,Arunachal Pradesh,India,0.188
1858,Bhatpara,Nagaland,India,0.602
1859,Pondicherry,Maharashtra,India,0.219
1860,Jabalpur,Sikkim,India,0.238
1861,Amaravati,Odisha,India,0.396
1862,Chinsurah,Bihar,India,0.162
1863,Proddatur,Tamil Nadu,India,0.605
1864,Bhalswa Jahangir Pur,Mizoram,India,0.185
1865,Jamnagar,Uttar Pradesh,India,0.347
1866,Bhagalpur,Maharashtra,India,0.586
1867,Indore,Manipur,India,0.344
1868,Shahjahanpur,Uttarakhand,India,0.437
1869,Pondicherry,Odisha,India,0.093
1870,Suryapet,Kerala,India,0.317
1871,Ludhiana,Himachal Pradesh,India,0.308
1872,Nagpur,Himachal Pradesh,India,0.293
1873,Dehri,Kerala,India,0.184
1874,Medininagar,Karnataka,India,0.291
1875,Parbhani,Maharashtra,India,0.184
1876,Bhalswa Jahangir Pur,Uttarakhand,India,0.012
1877,Ongole,Assam,India,0.354
1878,Anantapur,Sikkim,India,0.169
1879,Amroha,Tripura,India,0.216
1880,Malegaon,Gujarat,India,0.406
1881,Sambhal,Arunachal Pradesh,India,0.101
1882,Munger,Goa,India,0.16
1883,Jalgaon,Arunachal Pradesh,India,0.239
1884,Ambarnath,Tripura,India,0.159
1885,Khora ,Bihar,India,0.269
1886,Tumkur,Goa,India,0.352
1887,Bangalore,Tamil Nadu,India,0.24
1888,Aurangabad,Assam,India,0.211
1889,Junagadh,Telangana,India,0.232
1890,Tiruppur,Kerala,India,0.147
1891,Haridwar,Chhattisgarh,India,0.426
1892,Warangal,Andhra Pradesh,India,0.265
1893,Tirupati,Telangana,India,0.083
1894,Hubli–Dharwad,Himachal Pradesh,India,0.527
1895,Motihari,Telangana,India,0.263
1896,Miryalaguda,Assam,India,0.073
1897,Sri Ganganagar,Gujarat,India,0.374
1898,Bhimavaram,Gujarat,India,0.325
1899,Bhatpara,Meghalaya,India,0.476
1900,Tadipatri,Odisha,India,0.255
1901,Tiruppur,Bihar,India,0.412
1902,Ramagundam,Punjab,India,0.392
1903,Ulhasnagar,Goa,India,0.355
1904,Anantapur,Arunachal Pradesh,India,0.223
1905,Ujjain,Meghalaya,India,0.015
1906,Alwar,Jharkhand,India,0.557
1907,South Dumdum,Jharkhand,India,0.12
1908,Bally,Kerala,India,0.307
1909,Hajipur,Chhattisgarh,India,0.326
1910,Aurangabad,Meghalaya,India,0.309
1911,Ballia,Goa,India,0.123
1912,Mahbubnagar,Himachal Pradesh,India,0.176
1913,Purnia,Sikkim,India,0.102
1914,Thiruvananthapuram,Manipur,India,0.415
1915,Gopalpur,Punjab,India,0.222
1916,Khammam,Chhattisgarh,India,0.395
1917,Ramagundam,Andhra Pradesh,India,0.134
1918,Nagercoil,Goa,India,0.132
1919,Unnao,Gujarat,India,0.104
1920,Baranagar,Manipur,India,0.349
1921,Bhind,Karnataka,India,0.437
1922,Delhi,Manipur,India,0.069
1923,Naihati,Kerala,India,0.143
1924,Arrah,Jharkhand,India,0.302
1925,Chapra,Nagaland,India,0.285
1926,Belgaum,Kerala,India,0.097
1927,Guwahati,Telangana,India,0.026
1928,Bhatpara,Assam,India,0.301
1929,Bhilai,Uttarakhand,India,0.467
1930,Gurgaon,Kerala,India,0.395
1931,Jalandhar,Manipur,India,0.041
1932,Mysore,Sikkim,India,0.233
1933,Rajpur Sonarpur,Manipur,India,0.235
1934,Ahmednagar,Assam,India,0.469
1935,Anantapur,Kerala,India,0.614
1936,Tumkur,Chhattisgarh,India,0.171
1937,Kolkata,Karnataka,India,0.135
1938,Mirzapur,Sikkim,India,0.288
1939,Mathura,Goa,India,0.114
1940,Surat,Tripura,India,0.594
1941,Gandhidham,Haryana,India,0.026
1942,Kirari Suleman Nagar,Gujarat,India,0.302
1943,Bharatpur,Bihar,India,0.409
1944,Kakinada,Gujarat,India,0.607
1945,Deoghar,Karnataka,India,0.217
1946,Navi Mumbai,Himachal Pradesh,India,0.113
1947,Anantapuram,Uttar Pradesh,India,0.232
1948,Aurangabad,Sikkim,India,0.27
1949,Panchkula,Assam,India,0.136
1950,Bardhaman,Uttar Pradesh,India,0.656
1951,Kottayam,West Bengal,India,0.244
1952,Jaunpur,Mizoram,India,0.481
1953,Serampore,Uttar Pradesh,India,0.591
1954,Ahmednagar,Gujarat,India,0.261
1955,Ulhasnagar,Haryana,India,0.081
1956,Nangloi Jat,Karnataka,India,0.425
1957,Burhanpur,Assam,India,0.197
1958,Guntur,Uttarakhand,India,0.043
1959,Katni,Nagaland,India,0.081
1960,Rampur,Assam,India,0.444
1961,Khora ,Madhya Pradesh,India,0.613
1962,Karimnagar,Nagaland,India,0.354
1963,Rourkela,Tamil Nadu,India,0.525
1964,Jamnagar,Rajasthan,India,0.077
1965,Miryalaguda,Rajasthan,India,0.12
1966,Hajipur,Karnataka,India,0.332
1967,Mira-Bhayandar,Chhattisgarh,India,0.43
1968,Morbi,Gujarat,India,0.374
1969,Gandhinagar,Nagaland,India,0.147
1970,Agartala,Meghalaya,India,0.233
1971,Asansol,Chhattisgarh,India,0.809
1972,Alappuzha,Telangana,India,0.282
1973,Mumbai,Rajasthan,India,0.308
1974,Gaya,Maharashtra,India,0.136
1975,Anand,Chhattisgarh,India,0.052
1976,Shahjahanpur,Maharashtra,India,0.317
1977,Jalna,Assam,India,0.091
1978,Bhalswa Jahangir Pur,Telangana,India,0.243
1979,Moradabad,Karnataka,India,0.223
1980,Mysore,Rajasthan,India,0.18
1981,Munger,Jharkhand,India,0.075
1982,Madanapalle,Sikkim,India,0.257
1983,Jalandhar,Jharkhand,India,0.261
1984,Tinsukia,Sikkim,India,0.042
1985,Sri Ganganagar,Telangana,India,0.261
1986,Bahraich,Manipur,India,0.239
1987,Bidar,Karnataka,India,0.461
1988,Ramgarh,Arunachal Pradesh,India,0.248
1989,Jalandhar,Maharashtra,India,0.31
1990,Khandwa,Odisha,India,0.491
1991,Proddatur,Bihar,India,0.092
1992,Katihar,Chhattisgarh,India,0.187
1993,Malda,Goa,India,0.195
1994,Kavali,Himachal Pradesh,India,0.306
1995,Kozhikode,Arunachal Pradesh,India,0.432
1996,Cuttack,Jharkhand,India,0.235
1997,Thane,Kerala,India,0.255
1998,Yamunanagar,Tripura,India,0.065
1999,Aurangabad,Jharkhand,India,0.093
2000,Kumbakonam,Bihar,India,0.376
2001,Kottayam,Nagaland,India,0.561
2002,Bhusawal,Andhra Pradesh,India,0.627
2003,Khandwa,Uttarakhand,India,0.375
2004,Madanapalle,Madhya Pradesh,India,0.599
2005,Purnia,Tripura,India,0.514
2006,Maheshtala,Arunachal Pradesh,India,0.064
2007,Mehsana,Jharkhand,India,0.312
2008,Bidar,Chhattisgarh,India,0.175
2009,Kurnool,Nagaland,India,0.448
2010,Amroha,Maharashtra,India,0.602
2011,Bhiwani,Haryana,India,0.413
2012,Karnal,Andhra Pradesh,India,0.44
2013,Ichalkaranji,Tamil Nadu,India,0.188
2014,Coimbatore,Bihar,India,0.307
2015,Gopalpur,Arunachal Pradesh,India,0.391
2016,Meerut,Goa,India,0.504
2017,Shahjahanpur,Odisha,India,0.096
2018,Saharsa,Sikkim,India,0.315
2019,Berhampur,Manipur,India,0.592
2020,Khandwa,Bihar,India,0.183
2021,Dehri,Kerala,India,0.101
2022,Thane,Rajasthan,India,0.364
2023,Srikakulam,Nagaland,India,0.13
2024,Bhopal,Sikkim,India,0.462
2025,Bathinda,Telangana,India,0.113
2026,Kakinada,West Bengal,India,0.141
2027,Bhind,Bihar,India,0.281
2028,Raebareli,Himachal Pradesh,India,0.098
2029,Gulbarga,Madhya Pradesh,India,0.399
2030,Shivpuri,Himachal Pradesh,India,0.523
2031,Gopalpur,Tamil Nadu,India,0.273
2032,Suryapet,Goa,India,0.758
2033,Vadodara,Meghalaya,India,0.189
2034,Hapur,Meghalaya,India,0.118
2035,Srinagar,Uttar Pradesh,India,0.444
2036,Kota,Assam,India,0.053
2037,Gorakhpur,Chhattisgarh,India,0.275
2038,Ajmer,Uttar Pradesh,India,0.333
2039,Sasaram,Arunachal Pradesh,India,0.262
2040,Dehri,West Bengal,India,0.201
2041,Machilipatnam,Manipur,India,0.574
2042,Patna,Odisha,India,0.344
2043,Dehradun,Kerala,India,0.304
2044,Ghaziabad,Punjab,India,0.071
2045,Erode,Bihar,India,0.301
2046,Purnia,Uttar Pradesh,India,0.281
2047,Ozhukarai,Haryana,India,0.599
2048,Chandigarh,Maharashtra,India,0.036
2049,Dehri,Goa,India,0.159
2050,Bangalore,Odisha,India,0.488
2051,Hyderabad,Kerala,India,0.364
2052,Dibrugarh,Assam,India,0.601
2053,Gudivada,Tamil Nadu,India,0.338
2054,Bhiwandi,Nagaland,India,0.336
2055,Begusarai,Odisha,India,0.397
2056,Hosur,Chhattisgarh,India,0.347
2057,Dewas,Uttarakhand,India,0.542
2058,Aligarh,Mizoram,India,0.067
2059,Gandhinagar,Meghalaya,India,0.187
2060,Panvel,Tripura,India,0.567
2061,Coimbatore,Uttarakhand,India,0.649
2062,Sultan Pur Majra,Maharashtra,India,0.069
2063,Firozabad,Tamil Nadu,India,0.544
2064,Darbhanga,Uttarakhand,India,0.031
2065,Haridwar,Kerala,India,0.152
2066,Orai,Meghalaya,India,0.452
2067,Hajipur,Haryana,India,0.415
2068,Siwan,Haryana,India,0.508
2069,Cuttack,Gujarat,India,0.311
2070,Haldia,Haryana,India,0.443
2071,Surendranagar Dudhrej,Goa,India,0.605
2072,Dhule,Assam,India,0.096
2073,Bangalore,Sikkim,India,0.128
2074,Chinsurah,Jharkhand,India,0.081
2075,Bhilwara,Telangana,India,0.138
2076,Udupi,Sikkim,India,0.25
2077,Bhind,Madhya Pradesh,India,0.084
2078,Lucknow,Tamil Nadu,India,0.4
2079,Udupi,Manipur,India,0.45
2080,Silchar,Bihar,India,0.402
2081,Bokaro,Uttar Pradesh,India,0.305
2082,Nagaon,West Bengal,India,0.336
2083,Secunderabad,Assam,India,0.365
2084,Berhampur,Manipur,India,0.395
2085,Pudukkottai,Tripura,India,0.337
2086,Shivpuri,Tripura,India,0.086
2087,Mysore,Arunachal Pradesh,India,0.377
2088,Sasaram,Nagaland,India,0.258
2089,Vasai-Virar,Arunachal Pradesh,India,0.205
2090,Shimla,Gujarat,India,0.369
2091,Morbi,Rajasthan,India,0.094
2092,Chandigarh,Madhya Pradesh,India,0.492
2093,Bhubaneswar,Telangana,India,0.01
2094,Sambhal,Karnataka,India,0.57
2095,Vadodara,Assam,India,0.412
2096,Sirsa,Uttarakhand,India,0.44
2097,Thiruvananthapuram,Goa,India,0.329
2098,Madanapalle,Rajasthan,India,0.536
2099,Varanasi,Tripura,India,0.582
2100,Bettiah,Rajasthan,India,0.414
2101,Nellore,Odisha,India,0.083
2102,Tiruppur,Sikkim,India,0.509
2103,Dhanbad,Assam,India,0.323
2104,Khammam,Arunachal Pradesh,India,0.397
2105,Bharatpur,Jharkhand,India,0.388
2106,Gurgaon,Gujarat,India,0.383
2107,Mirzapur,Madhya Pradesh,India,0.227
2108,Sagar,Telangana,India,0.365
2109,Rewa,Himachal Pradesh,India,0.461
2110,Tiruvottiyur,West Bengal,India,0.352
2111,Serampore,West Bengal,India,0.398
2112,Adoni,Andhra Pradesh,India,0.227
2113,Indore,Odisha,India,0.349
2114,Bidhannagar,Mizoram,India,0.218
2115,Pali,Madhya Pradesh,India,0.437
2116,Kharagpur,Tripura,India,0.215
2117,Bharatpur,Meghalaya,India,0.337
2118,Srinagar,Maharashtra,India,0.398
2119,Miryalaguda,Odisha,India,0.259
2120,Bongaigaon,Haryana,India,0.343
2121,Pali,West Bengal,India,0.114
2122,Machilipatnam,Jharkhand,India,0.136
2123,Hospet,Bihar,India,0.41
2124,Bijapur,Madhya Pradesh,India,0.128
2125,Patiala,Odisha,India,0.169
2126,Eluru,Kerala,India,0.188
2127,Chinsurah,Mizoram,India,0.252
2128,Kozhikode,Chhattisgarh,India,0.289
2129,Bhopal,Tamil Nadu,India,0.374
