device_id,device_type,os,device_risk_score
111592,mobile,Android,0.115
111593,mobile,Android,0.266
111594,web,Android,0.292
111595,mobile,Android,0.176
111596,mobile,Android,0.425
111597,mobile,Android,0.244
111598,mobile,Android,0.224
111599,web,Android,0.193
111600,mobile,Android,0.18
111601,mobile,Android,0.117
111602,mobile,iOS,0.289
111603,mobile,iOS,0.365
111604,mobile,Android,0.477
111605,mobile,Android,0.448
111606,mobile,iOS,0.407
111607,mobile,Android,0.465
111608,mobile,Android,0.382
111609,mobile,Android,0.071
111610,mobile,Windows,0.133
111611,mobile,Android,0.132
111612,mobile,iOS,0.114
111613,mobile,Android,0.41
111614,mobile,Android,0.414
111615,mobile,Android,0.272
111616,mobile,Android,0.444
111617,mobile,iOS,0.034
111618,mobile,Android,0.562
111619,mobile,Android,0.276
111620,mobile,Android,0.134
111621,mobile,Android,0.385
111622,mobile,Android,0.019
111623,mobile,Android,0.484
111624,mobile,Android,0.302
111625,mobile,Android,0.144
111626,mobile,Android,0.178
111627,mobile,Android,0.261
111628,mobile,Android,0.351
111629,mobile,Windows,0.283
111630,web,iOS,0.092
111631,mobile,Android,0.143
111632,mobile,Android,0.29
111633,mobile,Android,0.173
111634,mobile,Android,0.469
111635,mobile,Android,0.362
111636,mobile,iOS,0.372
111637,mobile,Android,0.11
111638,mobile,Android,0.249
111639,mobile,Android,0.417
111640,mobile,iOS,0.344
111641,mobile,Android,0.425
111642,mobile,Android,0.109
111643,mobile,Android,0.261
111644,mobile,Android,0.101
111645,mobile,iOS,0.135
111646,mobile,Android,0.213
111647,mobile,iOS,0.792
111648,mobile,Android,0.444
111649,web,Android,0.261
111650,mobile,iOS,0.509
111651,mobile,Windows,0.128
111652,mobile,Android,0.257
111653,mobile,Android,0.337
111654,mobile,Android,0.182
111655,web,Android,0.041
111656,mobile,Android,0.221
111657,mobile,Android,0.444
111658,mobile,Windows,0.333
111659,mobile,Windows,0.141
111660,mobile,Android,0.355
111661,mobile,Android,0.138
111662,mobile,iOS,0.293
111663,mobile,Android,0.188
111664,mobile,Android,0.082
111665,mobile,iOS,0.477
111666,mobile,Android,0.405
111667,mobile,Android,0.205
111668,mobile,Android,0.029
111669,mobile,iOS,0.475
111670,mobile,Android,0.675
111671,mobile,Windows,0.162
111672,web,Android,0.157
111673,mobile,Android,0.156
111674,mobile,Android,0.405
111675,web,iOS,0.251
111676,mobile,Android,0.262
111677,mobile,Android,0.194
111678,mobile,iOS,0.261
111679,mobile,Android,0.208
111680,web,iOS,0.36
111681,mobile,iOS,0.387
111682,mobile,Android,0.029
111683,mobile,Android,0.426
111684,mobile,Android,0.452
111685,mobile,iOS,0.497
111686,mobile,Android,0.089
111687,web,Android,0.497
111688,mobile,Android,0.12
111689,mobile,Android,0.183
111690,mobile,iOS,0.472
111691,mobile,iOS,0.543
111692,mobile,Android,0.364
111693,mobile,Windows,0.49
111694,mobile,Android,0.282
111695,mobile,Android,0.015
111696,mobile,Windows,0.307
111697,web,Android,0.223
111698,mobile,Android,0.102
111699,mobile,Android,0.325
111700,mobile,Android,0.273
111701,mobile,Android,0.235
111702,web,iOS,0.182
111703,mobile,Android,0.147
111704,mobile,Android,0.832
111705,mobile,Android,0.114
111706,mobile,Android,0.059
111707,mobile,Android,0.083
111708,mobile,Android,0.272
111709,mobile,Android,0.325
111710,mobile,Windows,0.323
111711,mobile,iOS,0.293
111712,mobile,Android,0.346
111713,mobile,iOS,0.096
111714,mobile,Android,0.196
111715,mobile,Android,0.153
111716,mobile,iOS,0.192
111717,mobile,Android,0.133
111718,mobile,Android,0.089
111719,mobile,iOS,0.487
111720,mobile,Android,0.233
111721,mobile,Android,0.326
111722,mobile,iOS,0.11
111723,mobile,iOS,0.616
111724,mobile,Android,0.214
111725,mobile,Windows,0.196
111726,mobile,Android,0.461
111727,mobile,iOS,0.723
111728,mobile,iOS,0.253
111729,mobile,Android,0.328
111730,mobile,Android,0.438
111731,mobile,iOS,0.07
111732,mobile,Android,0.256
111733,web,Android,0.301
111734,mobile,Android,0.69
111735,mobile,Android,0.205
111736,mobile,Android,0.163
111737,mobile,iOS,0.188
111738,mobile,Android,0.129
111739,mobile,Android,0.247
111740,mobile,Windows,0.585
111741,mobile,Android,0.205
111742,mobile,Android,0.141
111743,mobile,Android,0.119
111744,mobile,Android,0.08
111745,mobile,Android,0.248
111746,mobile,Android,0.083
111747,mobile,Android,0.449
111748,mobile,iOS,0.096
111749,web,Android,0.407
111750,mobile,Windows,0.113
111751,mobile,Android,0.117
111752,mobile,iOS,0.075
111753,mobile,Android,0.088
111754,mobile,Android,0.389
111755,web,Android,0.574
111756,web,Android,0.306
111757,mobile,iOS,0.264
111758,mobile,Android,0.236
111759,mobile,Android,0.231
111760,mobile,Android,0.385
111761,mobile,Android,0.337
111762,mobile,Android,0.174
111763,mobile,Android,0.173
111764,web,Android,0.467
111765,mobile,Android,0.117
111766,mobile,Android,0.282
111767,mobile,Android,0.573
111768,mobile,Android,0.379
111769,mobile,iOS,0.112
111770,mobile,Android,0.348
111771,mobile,Android,0.585
111772,mobile,Android,0.251
111773,web,Android,0.181
111774,mobile,Android,0.135
111775,mobile,Android,0.297
111776,mobile,Android,0.201
111777,mobile,Android,0.343
111778,web,Android,0.553
111779,mobile,Android,0.306
111780,mobile,Android,0.098
111781,mobile,Android,0.507
111782,mobile,Android,0.552
111783,mobile,Android,0.08
111784,mobile,Android,0.493
111785,mobile,iOS,0.363
111786,web,Android,0.239
111787,mobile,Android,0.417
111788,mobile,Windows,0.349
111789,mobile,Android,0.168
111790,mobile,Android,0.416
111791,mobile,Android,0.388
111792,mobile,Windows,0.392
111793,mobile,Android,0.171
111794,mobile,Android,0.089
111795,mobile,Android,0.579
111796,mobile,Android,0.345
111797,mobile,Android,0.425
111798,mobile,iOS,0.322
111799,mobile,Android,0.233
111800,mobile,Android,0.262
111801,web,Android,0.406
111802,mobile,Android,0.228
111803,mobile,Android,0.3
111804,web,Android,0.194
111805,mobile,Android,0.56
111806,mobile,Android,0.237
111807,mobile,iOS,0.351
111808,mobile,iOS,0.153
111809,mobile,Android,0.63
111810,mobile,iOS,0.424
111811,mobile,Windows,0.491
111812,web,Android,0.285
111813,mobile,Android,0.457
111814,mobile,Android,0.553
111815,mobile,iOS,0.522
111816,web,Android,0.54
111817,mobile,Android,0.665
111818,mobile,Android,0.376
111819,mobile,Android,0.174
111820,web,Windows,0.203
111821,mobile,Android,0.467
111822,mobile,Android,0.3
111823,mobile,Android,0.163
111824,mobile,Windows,0.471
111825,mobile,Android,0.342
111826,web,Android,0.245
111827,mobile,iOS,0.03
111828,mobile,Android,0.36
111829,mobile,iOS,0.223
111830,mobile,Android,0.556
111831,mobile,iOS,0.373
111832,mobile,Android,0.199
111833,mobile,Android,0.064
111834,mobile,Android,0.471
111835,mobile,Android,0.391
111836,mobile,Android,0.633
111837,mobile,iOS,0.16
111838,mobile,Android,0.246
111839,mobile,Android,0.454
111840,mobile,Android,0.297
111841,web,Android,0.325
111842,mobile,Android,0.072
111843,mobile,Android,0.192
111844,mobile,iOS,0.283
111845,mobile,Android,0.668
111846,web,Android,0.358
111847,mobile,Android,0.43
111848,mobile,iOS,0.398
111849,web,iOS,0.136
111850,mobile,Android,0.346
111851,mobile,Android,0.106
111852,mobile,Android,0.143
111853,mobile,Android,0.139
111854,web,Android,0.541
111855,mobile,Android,0.228
111856,mobile,iOS,0.36
111857,mobile,iOS,0.188
111858,mobile,Android,0.065
111859,mobile,Android,0.084
111860,mobile,Android,0.402
111861,mobile,iOS,0.586
111862,mobile,Android,0.538
111863,mobile,Android,0.244
111864,mobile,Android,0.304
111865,mobile,Android,0.347
111866,mobile,Android,0.112
111867,mobile,Android,0.479
111868,mobile,iOS,0.148
111869,mobile,Android,0.139
111870,mobile,Android,0.403
111871,mobile,Android,0.123
111872,mobile,Android,0.408
111873,mobile,iOS,0.327
111874,mobile,iOS,0.068
111875,mobile,Android,0.082
111876,mobile,Android,0.299
111877,mobile,Android,0.332
111878,mobile,Android,0.213
111879,mobile,Android,0.114
111880,mobile,Android,0.249
111881,mobile,iOS,0.163
111882,mobile,Android,0.48
111883,mobile,Android,0.48
111884,mobile,Android,0.326
111885,mobile,Android,0.335
111886,mobile,Android,0.219
111887,mobile,iOS,0.211
111888,mobile,Android,0.345
111889,mobile,iOS,0.205
111890,mobile,Android,0.08
111891,mobile,Android,0.502
111892,mobile,iOS,0.148
111893,mobile,Android,0.371
111894,mobile,Android,0.093
111895,mobile,Windows,0.442
111896,web,Android,0.123
111897,mobile,iOS,0.343
111898,mobile,Android,0.228
111899,mobile,Android,0.274
111900,mobile,Android,0.092
111901,mobile,Android,0.268
111902,mobile,Android,0.163
111903,mobile,Android,0.33
111904,mobile,Android,0.446
111905,mobile,Android,0.312
111906,mobile,Android,0.237
111907,mobile,Windows,0.128
111908,mobile,Android,0.273
111909,mobile,Android,0.138
111910,mobile,iOS,0.442
111911,mobile,iOS,0.312
111912,mobile,iOS,0.381
111913,mobile,Windows,0.769
111914,mobile,Android,0.299
111915,mobile,iOS,0.181
111916,mobile,Android,0.177
111917,mobile,Android,0.297
111918,mobile,iOS,0.388
111919,web,iOS,0.231
111920,mobile,Android,0.437
111921,mobile,iOS,0.588
111922,mobile,iOS,0.223
111923,mobile,Android,0.21
111924,web,Android,0.027
111925,mobile,iOS,0.036
111926,mobile,Android,0.1
111927,mobile,iOS,0.274
111928,mobile,iOS,0.385
111929,web,Android,0.488
111930,mobile,Android,0.35
111931,mobile,Android,0.204
111932,web,Android,0.188
111933,mobile,Android,0.098
111934,mobile,Windows,0.429
111935,mobile,iOS,0.263
111936,mobile,Android,0.26
111937,web,iOS,0.377
111938,mobile,iOS,0.29
111939,web,Android,0.189
111940,mobile,Android,0.56
111941,mobile,Android,0.412
111942,mobile,Windows,0.438
111943,mobile,iOS,0.667
111944,web,Android,0.241
111945,mobile,Android,0.366
111946,mobile,iOS,0.174
111947,mobile,iOS,0.702
111948,mobile,iOS,0.123
111949,mobile,iOS,0.135
111950,mobile,Android,0.245
111951,mobile,iOS,0.2
111952,mobile,Android,0.118
111953,mobile,iOS,0.625
111954,mobile,iOS,0.254
111955,mobile,Android,0.407
111956,mobile,iOS,0.131
111957,mobile,Android,0.249
111958,web,Android,0.632
111959,mobile,Android,0.151
111960,mobile,Android,0.34
111961,mobile,Android,0.05
111962,mobile,Android,0.253
111963,mobile,iOS,0.221
111964,mobile,Android,0.225
111965,mobile,Android,0.152
111966,mobile,Android,0.287
111967,mobile,Android,0.445
111968,mobile,Android,0.083
111969,mobile,iOS,0.513
111970,web,Android,0.04
111971,mobile,Android,0.344
111972,mobile,Android,0.421
111973,mobile,Android,0.278
111974,mobile,Android,0.058
111975,web,Android,0.077
111976,mobile,Android,0.379
111977,mobile,iOS,0.077
111978,mobile,Android,0.426
111979,web,Android,0.048
111980,mobile,iOS,0.375
111981,mobile,Windows,0.195
111982,mobile,Android,0.164
111983,mobile,Android,0.365
111984,mobile,Android,0.353
111985,mobile,Android,0.122
111986,mobile,Android,0.299
111987,mobile,iOS,0.321
111988,mobile,Android,0.334
111989,mobile,Windows,0.541
111990,mobile,Windows,0.109
111991,mobile,Android,0.148
111992,mobile,iOS,0.324
111993,mobile,iOS,0.119
111994,web,Android,0.325
111995,mobile,Android,0.195
111996,mobile,Android,0.387
111997,mobile,Android,0.248
111998,mobile,Android,0.168
111999,mobile,Android,0.538
112000,web,Android,0.494
112001,mobile,Android,0.389
112002,mobile,Windows,0.288
112003,mobile,Android,0.363
112004,web,Android,0.444
112005,mobile,Android,0.37
112006,mobile,Android,0.16
112007,mobile,Android,0.313
112008,mobile,Android,0.113
112009,mobile,Android,0.245
112010,mobile,Android,0.2
112011,mobile,Android,0.395
112012,mobile,Android,0.146
112013,mobile,Android,0.181
112014,mobile,Android,0.132
112015,mobile,Android,0.025
112016,mobile,Android,0.298
112017,mobile,Android,0.375
112018,mobile,iOS,0.201
112019,mobile,Android,0.408
112020,mobile,Windows,0.249
112021,mobile,Android,0.273
112022,mobile,Android,0.059
112023,mobile,Android,0.339
112024,mobile,Android,0.235
112025,mobile,iOS,0.258
112026,mobile,Android,0.055
112027,mobile,Android,0.269
112028,web,Android,0.285
112029,mobile,Android,0.458
112030,mobile,Android,0.448
112031,mobile,Android,0.348
112032,mobile,Android,0.324
112033,mobile,Android,0.325
112034,mobile,Android,0.217
112035,mobile,Android,0.15
112036,mobile,Android,0.517
112037,mobile,iOS,0.179
112038,mobile,iOS,0.096
112039,mobile,Android,0.207
112040,mobile,Android,0.07
112041,web,Windows,0.318
112042,web,Android,0.166
112043,mobile,Android,0.37
112044,mobile,iOS,0.313
112045,web,Android,0.346
112046,mobile,Android,0.413
112047,mobile,Android,0.487
112048,mobile,Android,0.297
112049,mobile,iOS,0.239
112050,mobile,Android,0.251
112051,mobile,iOS,0.238
112052,mobile,iOS,0.129
112053,mobile,iOS,0.071
112054,mobile,iOS,0.147
112055,mobile,Android,0.369
112056,mobile,Android,0.571
112057,mobile,Android,0.33
112058,mobile,Android,0.094
112059,mobile,iOS,0.432
112060,mobile,Android,0.662
112061,mobile,Android,0.344
112062,web,Android,0.348
112063,mobile,Android,0.422
112064,mobile,iOS,0.171
112065,mobile,Android,0.318
112066,mobile,Android,0.058
112067,mobile,Android,0.393
112068,mobile,Android,0.15
112069,mobile,Android,0.473
112070,mobile,Android,0.215
112071,mobile,Android,0.309
112072,mobile,Android,0.178
112073,mobile,Android,0.429
112074,mobile,Android,0.161
112075,mobile,Android,0.382
112076,mobile,Android,0.056
112077,mobile,iOS,0.118
112078,mobile,Android,0.542
112079,mobile,iOS,0.531
112080,mobile,Android,0.498
112081,mobile,iOS,0.185
112082,mobile,iOS,0.138
112083,mobile,Android,0.045
112084,mobile,Android,0.307
112085,mobile,Android,0.084
112086,mobile,Android,0.113
112087,mobile,Android,0.272
112088,web,Android,0.22
112089,mobile,iOS,0.334
112090,mobile,Android,0.094
112091,mobile,Android,0.477
112092,mobile,Android,0.181
112093,mobile,Android,0.572
112094,mobile,Android,0.046
112095,mobile,Android,0.03
112096,mobile,iOS,0.376
112097,mobile,iOS,0.085
112098,mobile,Android,0.234
112099,mobile,Android,0.311
112100,mobile,Android,0.335
112101,mobile,Android,0.224
112102,mobile,Android,0.347
112103,mobile,iOS,0.323
112104,mobile,Android,0.474
112105,mobile,Android,0.272
112106,mobile,Android,0.398
112107,mobile,iOS,0.107
112108,mobile,Windows,0.122
112109,mobile,Android,0.421
112110,mobile,Android,0.745
112111,mobile,Android,0.561
112112,mobile,iOS,0.34
112113,mobile,Android,0.186
112114,web,Android,0.167
112115,mobile,iOS,0.079
112116,mobile,Android,0.345
112117,mobile,Android,0.189
112118,mobile,iOS,0.407
112119,mobile,Android,0.182
112120,mobile,Android,0.05
112121,mobile,iOS,0.656
112122,mobile,Windows,0.431
112123,mobile,Android,0.402
112124,mobile,Android,0.525
112125,mobile,Android,0.107
112126,mobile,Android,0.135
112127,mobile,Android,0.439
112128,mobile,Android,0.08
112129,web,Android,0.218
112130,mobile,Android,0.567
112131,mobile,Android,0.185
112132,web,Android,0.054
112133,mobile,Android,0.419
112134,mobile,iOS,0.216
112135,mobile,Android,0.188
112136,mobile,Android,0.244
112137,mobile,Android,0.278
112138,mobile,Android,0.172
112139,mobile,iOS,0.241
112140,mobile,Android,0.163
112141,mobile,iOS,0.078
112142,mobile,Android,0.047
112143,mobile,Android,0.312
112144,mobile,Android,0.087
112145,mobile,iOS,0.198
112146,mobile,iOS,0.27
112147,mobile,Android,0.119
112148,mobile,Android,0.141
112149,web,Windows,0.352
112150,mobile,iOS,0.208
112151,mobile,Android,0.097
112152,mobile,iOS,0.224
112153,mobile,Android,0.044
112154,mobile,Android,0.159
112155,web,iOS,0.286
112156,mobile,Android,0.086
112157,web,Android,0.438
112158,mobile,iOS,0.498
112159,mobile,Android,0.017
112160,mobile,Android,0.247
112161,mobile,Android,0.045
112162,mobile,Android,0.265
112163,mobile,Android,0.123
112164,mobile,Android,0.574
112165,mobile,Android,0.163
112166,mobile,Android,0.096
112167,mobile,iOS,0.281
112168,web,iOS,0.356
112169,mobile,iOS,0.246
112170,mobile,Android,0.298
112171,mobile,Android,0.187
112172,mobile,Android,0.568
112173,mobile,iOS,0.262
112174,mobile,Android,0.084
112175,mobile,iOS,0.193
112176,mobile,Android,0.152
112177,mobile,Android,0.123
112178,mobile,Android,0.282
112179,mobile,iOS,0.034
112180,mobile,iOS,0.465
112181,mobile,Android,0.226
112182,mobile,Windows,0.418
112183,mobile,iOS,0.488
112184,mobile,iOS,0.54
112185,mobile,iOS,0.451
112186,mobile,iOS,0.196
112187,mobile,Windows,0.254
112188,web,Android,0.598
112189,mobile,Android,0.103
112190,mobile,iOS,0.172
112191,mobile,Android,0.326
112192,web,Android,0.436
112193,mobile,iOS,0.617
112194,mobile,Android,0.232
112195,mobile,iOS,0.135
112196,mobile,Android,0.296
112197,mobile,Android,0.158
112198,mobile,Android,0.309
112199,mobile,Android,0.263
112200,web,Android,0.137
112201,mobile,Android,0.166
112202,mobile,iOS,0.167
112203,mobile,Android,0.167
112204,mobile,Android,0.284
112205,mobile,Android,0.201
112206,mobile,Android,0.201
112207,mobile,Android,0.251
112208,mobile,Android,0.196
112209,mobile,Android,0.427
112210,mobile,Android,0.204
112211,mobile,Android,0.44
112212,web,Android,0.314
112213,mobile,Android,0.692
112214,mobile,Android,0.207
112215,mobile,Android,0.241
112216,mobile,Android,0.09
112217,mobile,Android,0.362
112218,mobile,Android,0.224
112219,mobile,iOS,0.297
112220,mobile,Android,0.067
112221,mobile,Android,0.112
112222,mobile,Android,0.41
112223,mobile,iOS,0.601
112224,web,iOS,0.041
112225,mobile,Android,0.154
112226,mobile,Android,0.264
112227,mobile,Android,0.328
112228,mobile,Android,0.477
112229,mobile,iOS,0.154
112230,mobile,iOS,0.205
112231,mobile,iOS,0.463
112232,mobile,Android,0.204
112233,mobile,Windows,0.229
112234,mobile,Android,0.303
112235,mobile,Android,0.198
112236,mobile,Android,0.144
112237,mobile,Android,0.221
112238,mobile,Android,0.148
112239,mobile,iOS,0.19
112240,web,Android,0.488
112241,web,iOS,0.138
112242,mobile,iOS,0.524
112243,mobile,Android,0.613
112244,mobile,Android,0.621
112245,mobile,Android,0.172
112246,mobile,Android,0.454
112247,mobile,Android,0.13
112248,mobile,Android,0.232
112249,mobile,Android,0.449
112250,web,Android,0.372
112251,mobile,Android,0.187
112252,mobile,Android,0.13
112253,mobile,iOS,0.457
112254,web,Android,0.383
112255,mobile,Android,0.098
112256,mobile,Android,0.177
112257,web,iOS,0.352
112258,mobile,Android,0.274
112259,mobile,iOS,0.472
112260,mobile,Android,0.436
112261,mobile,Android,0.432
112262,mobile,Android,0.356
112263,mobile,Android,0.667
112264,mobile,Android,0.376
112265,mobile,Android,0.155
112266,mobile,Android,0.312
112267,mobile,Android,0.149
112268,mobile,Android,0.363
112269,mobile,Android,0.157
112270,mobile,iOS,0.134
112271,mobile,Android,0.405
112272,mobile,Android,0.425
112273,mobile,iOS,0.473
112274,mobile,Android,0.072
112275,mobile,iOS,0.098
112276,web,Android,0.275
112277,mobile,Android,0.055
112278,mobile,Android,0.381
112279,mobile,Android,0.107
112280,mobile,Android,0.137
112281,mobile,Android,0.04
112282,mobile,Android,0.308
112283,mobile,Android,0.235
112284,web,iOS,0.323
112285,mobile,Android,0.335
112286,mobile,Android,0.099
112287,mobile,Android,0.242
112288,mobile,iOS,0.384
112289,mobile,Android,0.328
112290,mobile,Android,0.185
112291,mobile,Android,0.484
112292,web,Android,0.424
112293,mobile,Android,0.561
112294,mobile,iOS,0.196
112295,mobile,Android,0.152
112296,mobile,Android,0.553
112297,mobile,Android,0.358
112298,web,Android,0.558
112299,mobile,Android,0.323
112300,mobile,Android,0.061
112301,mobile,Android,0.459
112302,mobile,Android,0.21
112303,web,Android,0.257
112304,mobile,iOS,0.364
112305,mobile,Android,0.047
112306,mobile,Android,0.275
112307,mobile,Android,0.251
112308,mobile,Android,0.04
112309,mobile,Android,0.133
112310,mobile,Android,0.235
112311,mobile,Android,0.523
112312,web,Android,0.333
112313,mobile,Android,0.233
112314,mobile,Android,0.258
112315,mobile,iOS,0.243
112316,mobile,Android,0.19
112317,mobile,Android,0.234
112318,mobile,Android,0.417
112319,mobile,Android,0.202
112320,mobile,iOS,0.154
112321,mobile,Android,0.529
112322,mobile,Android,0.127
112323,mobile,Android,0.134
112324,mobile,Windows,0.215
112325,web,Android,0.199
112326,mobile,Android,0.597
112327,mobile,Android,0.236
112328,mobile,Android,0.116
112329,mobile,Android,0.423
112330,mobile,Android,0.554
112331,mobile,Android,0.317
112332,mobile,Android,0.312
112333,mobile,Android,0.249
112334,mobile,Android,0.154
112335,mobile,Android,0.385
112336,web,Android,0.312
112337,web,iOS,0.583
112338,mobile,Android,0.209
112339,web,Android,0.428
112340,mobile,Android,0.109
112341,mobile,Android,0.293
112342,mobile,iOS,0.192
112343,mobile,Android,0.292
112344,mobile,Android,0.294
112345,mobile,iOS,0.034
112346,mobile,Android,0.486
112347,mobile,Android,0.332
112348,mobile,Android,0.137
112349,web,Android,0.48
112350,web,Android,0.118
112351,mobile,Android,0.161
112352,mobile,iOS,0.278
112353,web,iOS,0.184
112354,mobile,Android,0.112
112355,mobile,Android,0.448
112356,mobile,Android,0.223
112357,mobile,Android,0.062
112358,mobile,iOS,0.445
112359,mobile,Windows,0.424
112360,mobile,Android,0.016
112361,mobile,Android,0.088
112362,mobile,Android,0.406
112363,mobile,Android,0.116
112364,mobile,Android,0.488
112365,mobile,Android,0.482
112366,mobile,Android,0.125
112367,mobile,Android,0.222
112368,mobile,Android,0.067
112369,mobile,iOS,0.16
112370,mobile,Android,0.631
112371,mobile,Android,0.371
112372,mobile,Android,0.162
112373,web,iOS,0.229
112374,web,Android,0.432
112375,mobile,Android,0.086
112376,mobile,iOS,0.376
112377,mobile,Android,0.03
112378,mobile,Android,0.083
112379,mobile,Android,0.224
112380,mobile,Android,0.136
112381,mobile,Android,0.41
112382,mobile,Android,0.043
112383,mobile,iOS,0.153
112384,mobile,Android,0.238
112385,mobile,Android,0.659
112386,mobile,Android,0.21
112387,mobile,Android,0.23
112388,mobile,Android,0.338
112389,mobile,Android,0.456
112390,mobile,Android,0.068
112391,mobile,Android,0.346
112392,mobile,Android,0.416
112393,mobile,Android,0.371
112394,web,Android,0.132
112395,mobile,Android,0.456
112396,mobile,Android,0.053
112397,mobile,Android,0.635
112398,mobile,Android,0.134
112399,mobile,iOS,0.129
112400,mobile,Android,0.18
112401,mobile,Android,0.322
112402,mobile,Android,0.465
112403,mobile,Windows,0.198
112404,mobile,Windows,0.06
112405,mobile,Android,0.509
112406,mobile,Android,0.421
112407,mobile,iOS,0.529
112408,mobile,iOS,0.459
112409,mobile,Android,0.263
112410,mobile,iOS,0.246
112411,mobile,Android,0.242
112412,mobile,iOS,0.35
112413,mobile,Android,0.541
112414,mobile,Android,0.696
112415,mobile,Windows,0.03
112416,mobile,Android,0.317
112417,web,iOS,0.337
112418,mobile,Android,0.326
112419,mobile,Android,0.15
112420,mobile,Android,0.181
112421,mobile,Android,0.245
112422,mobile,Android,0.298
112423,mobile,Windows,0.211
112424,mobile,iOS,0.366
112425,mobile,Android,0.46
112426,mobile,Android,0.33
112427,mobile,Android,0.607
112428,mobile,iOS,0.456
112429,mobile,Android,0.367
112430,mobile,Android,0.139
112431,mobile,iOS,0.041
112432,mobile,Android,0.151
112433,mobile,Android,0.175
112434,mobile,Android,0.349
112435,mobile,Android,0.111
112436,mobile,Android,0.549
112437,mobile,Android,0.203
112438,mobile,Android,0.049
112439,mobile,Android,0.205
112440,mobile,Windows,0.173
112441,mobile,iOS,0.21
112442,mobile,Android,0.358
112443,mobile,Android,0.285
112444,web,Android,0.356
112445,mobile,Windows,0.111
112446,mobile,Android,0.325
112447,mobile,Android,0.359
112448,mobile,Windows,0.195
112449,web,Android,0.185
112450,mobile,Android,0.278
112451,mobile,Android,0.074
112452,mobile,iOS,0.223
112453,mobile,Android,0.471
112454,mobile,Android,0.346
112455,web,Android,0.239
112456,mobile,Android,0.404
112457,mobile,Android,0.25
112458,mobile,Android,0.179
112459,web,Android,0.075
112460,mobile,iOS,0.262
112461,mobile,Android,0.176
112462,mobile,iOS,0.138
112463,mobile,Windows,0.14
112464,mobile,Android,0.08
112465,mobile,iOS,0.132
112466,mobile,Android,0.228
112467,mobile,Android,0.069
112468,mobile,Android,0.264
112469,mobile,Windows,0.064
112470,mobile,Android,0.159
112471,mobile,Android,0.062
112472,mobile,iOS,0.273
112473,mobile,Android,0.442
112474,mobile,Windows,0.242
112475,mobile,Android,0.556
112476,mobile,Android,0.234
112477,mobile,Android,0.281
112478,mobile,Android,0.224
112479,mobile,Android,0.052
112480,web,Android,0.236
112481,mobile,Android,0.214
112482,mobile,Android,0.171
112483,mobile,iOS,0.337
112484,mobile,Android,0.133
112485,mobile,Android,0.553
112486,mobile,Android,0.19
112487,mobile,Android,0.397
112488,mobile,Android,0.299
112489,mobile,iOS,0.234
112490,mobile,Android,0.231
112491,mobile,Android,0.426
112492,mobile,Android,0.5
112493,mobile,Android,0.253
112494,mobile,iOS,0.669
112495,mobile,Android,0.159
112496,mobile,Android,0.145
112497,mobile,Android,0.23
112498,mobile,Android,0.326
112499,web,Android,0.5
112500,mobile,Windows,0.122
112501,mobile,iOS,0.196
112502,mobile,Android,0.256
112503,mobile,Windows,0.202
112504,mobile,Android,0.249
112505,mobile,Android,0.471
112506,mobile,Android,0.496
112507,mobile,Android,0.133
112508,mobile,Android,0.637
112509,mobile,iOS,0.443
112510,web,Android,0.518
112511,mobile,iOS,0.156
112512,mobile,iOS,0.299
112513,mobile,Android,0.569
112514,mobile,Android,0.376
112515,mobile,Android,0.493
112516,mobile,Android,0.52
112517,mobile,Android,0.581
112518,web,Android,0.234
112519,web,Android,0.138
112520,mobile,iOS,0.354
112521,mobile,iOS,0.529
112522,mobile,Android,0.071
112523,mobile,Android,0.21
112524,mobile,iOS,0.057
112525,mobile,Android,0.433
112526,mobile,iOS,0.224
112527,mobile,Windows,0.475
112528,mobile,Android,0.78
112529,mobile,Android,0.091
112530,mobile,Android,0.133
112531,mobile,Android,0.09
112532,mobile,Android,0.347
112533,mobile,iOS,0.108
112534,mobile,Android,0.185
112535,mobile,Android,0.166
112536,mobile,iOS,0.022
112537,web,Android,0.174
112538,mobile,Android,0.351
112539,mobile,Android,0.401
112540,mobile,iOS,0.274
112541,mobile,Android,0.072
112542,mobile,Android,0.525
112543,mobile,Android,0.278
112544,mobile,Android,0.103
112545,mobile,Android,0.168
112546,mobile,Android,0.336
112547,mobile,Android,0.237
112548,web,Android,0.153
112549,mobile,Android,0.342
112550,mobile,iOS,0.276
112551,mobile,Android,0.259
112552,mobile,Android,0.462
112553,mobile,Android,0.41
112554,mobile,Android,0.546
112555,mobile,iOS,0.291
112556,mobile,Android,0.153
112557,mobile,Android,0.081
112558,mobile,Android,0.123
112559,mobile,Android,0.011
112560,web,Android,0.142
112561,mobile,Android,0.142
112562,mobile,Android,0.194
112563,mobile,iOS,0.464
112564,mobile,Android,0.585
112565,mobile,Android,0.218
112566,mobile,Android,0.521
112567,mobile,iOS,0.34
112568,mobile,iOS,0.075
112569,mobile,Windows,0.196
112570,mobile,Android,0.306
112571,mobile,Android,0.287
112572,mobile,iOS,0.09
112573,mobile,Android,0.247
112574,mobile,Android,0.238
112575,web,Android,0.555
112576,mobile,Android,0.105
112577,mobile,Android,0.142
112578,web,Android,0.142
112579,mobile,iOS,0.15
112580,mobile,Android,0.09
112581,mobile,iOS,0.225
112582,web,Windows,0.299
112583,mobile,Android,0.389
112584,mobile,Android,0.286
112585,mobile,Android,0.206
