merchant_id,category,merchant_risk_score
31950,appliances,0.523
31951,fashion,0.351
31952,appliances,0.185
31953,furniture,0.189
31954,grocery,0.347
31955,furniture,0.141
31956,furniture,0.015
31957,fashion,0.128
31958,electronics,0.205
31959,appliances,0.507
31960,furniture,0.266
31961,furniture,0.072
31962,grocery,0.313
31963,fashion,0.313
31964,furniture,0.405
31965,fashion,0.302
31966,electronics,0.237
31967,electronics,0.188
31968,electronics,0.374
31969,electronics,0.191
31970,appliances,0.345
31971,grocery,0.252
31972,electronics,0.227
31973,furniture,0.674
31974,appliances,0.525
31975,electronics,0.214
31976,appliances,0.271
31977,fashion,0.221
31978,electronics,0.075
31979,fashion,0.096
31980,appliances,0.619
31981,grocery,0.409
31982,appliances,0.183
31983,fashion,0.379
31984,electronics,0.211
31985,fashion,0.426
31986,furniture,0.585
31987,grocery,0.151
31988,grocery,0.31
31989,fashion,0.463
31990,fashion,0.209
31991,fashion,0.106
31992,fashion,0.37
31993,furniture,0.246
31994,grocery,0.025
31995,fashion,0.222
31996,appliances,0.149
31997,grocery,0.297
31998,electronics,0.053
31999,fashion,0.434
32000,fashion,0.491
32001,appliances,0.398
32002,electronics,0.352
32003,grocery,0.421
32004,furniture,0.128
32005,appliances,0.334
32006,fashion,0.452
32007,furniture,0.123
32008,appliances,0.235
32009,electronics,0.304
32010,fashion,0.07
32011,electronics,0.188
32012,furniture,0.194
32013,grocery,0.143
32014,electronics,0.228
32015,fashion,0.066
32016,electronics,0.328
32017,furniture,0.366
32018,fashion,0.309
32019,grocery,0.548
32020,electronics,0.081
32021,fashion,0.281
32022,furniture,0.67
32023,electronics,0.242
32024,appliances,0.353
32025,appliances,0.184
32026,fashion,0.195
32027,grocery,0.362
32028,furniture,0.302
32029,appliances,0.39
32030,furniture,0.551
32031,appliances,0.155
32032,appliances,0.255
32033,appliances,0.351
32034,furniture,0.14
32035,electronics,0.19
32036,fashion,0.137
32037,appliances,0.184
32038,fashion,0.253
32039,grocery,0.421
32040,fashion,0.024
32041,fashion,0.173
32042,grocery,0.308
32043,furniture,0.438
32044,fashion,0.735
32045,appliances,0.157
32046,furniture,0.185
32047,electronics,0.136
32048,appliances,0.513
32049,furniture,0.349
32050,grocery,0.133
32051,electronics,0.133
32052,fashion,0.187
32053,fashion,0.238
32054,electronics,0.459
32055,grocery,0.33
32056,electronics,0.091
32057,furniture,0.468
32058,fashion,0.295
32059,electronics,0.219
32060,fashion,0.326
32061,fashion,0.146
32062,furniture,0.153
32063,fashion,0.505
32064,furniture,0.2
32065,appliances,0.214
32066,fashion,0.566
32067,grocery,0.356
32068,grocery,0.249
32069,grocery,0.154
32070,electronics,0.108
32071,electronics,0.21
32072,furniture,0.556
32073,furniture,0.178
32074,furniture,0.421
32075,furniture,0.253
32076,electronics,0.216
32077,grocery,0.388
32078,fashion,0.676
32079,grocery,0.406
32080,appliances,0.142
32081,grocery,0.189
32082,grocery,0.427
32083,electronics,0.131
32084,electronics,0.151
32085,appliances,0.093
32086,furniture,0.187
32087,grocery,0.345
32088,appliances,0.399
32089,appliances,0.326
32090,fashion,0.285
32091,furniture,0.348
32092,electronics,0.247
32093,fashion,0.297
32094,appliances,0.373
32095,electronics,0.049
32096,electronics,0.205
32097,electronics,0.225
32098,electronics,0.569
32099,fashion,0.174
32100,furniture,0.314
32101,electronics,0.191
32102,fashion,0.251
32103,appliances,0.243
32104,electronics,0.335
32105,appliances,0.394
32106,appliances,0.147
32107,fashion,0.255
32108,furniture,0.312
32109,fashion,0.353
32110,electronics,0.241
32111,grocery,0.182
32112,fashion,0.077
32113,furniture,0.393
32114,electronics,0.043
32115,electronics,0.304
32116,furniture,0.231
32117,fashion,0.149
32118,fashion,0.187
32119,fashion,0.447
32120,grocery,0.261
32121,electronics,0.627
32122,appliances,0.359
32123,furniture,0.532
32124,furniture,0.434
32125,appliances,0.482
32126,appliances,0.23
32127,electronics,0.056
32128,appliances,0.062
32129,electronics,0.357
32130,fashion,0.105
32131,grocery,0.157
32132,grocery,0.241
32133,grocery,0.603
32134,fashion,0.344
32135,appliances,0.25
32136,furniture,0.155
32137,grocery,0.262
32138,grocery,0.23
32139,grocery,0.183
32140,appliances,0.327
32141,appliances,0.38
32142,appliances,0.425
32143,furniture,0.249
32144,electronics,0.244
32145,grocery,0.11
32146,fashion,0.536
32147,grocery,0.204
32148,furniture,0.247
32149,furniture,0.214
32150,fashion,0.241
32151,fashion,0.633
32152,grocery,0.135
32153,grocery,0.145
32154,appliances,0.182
32155,grocery,0.388
32156,appliances,0.425
32157,electronics,0.327
32158,appliances,0.108
32159,furniture,0.589
32160,appliances,0.265
32161,electronics,0.14
32162,appliances,0.078
32163,appliances,0.575
32164,grocery,0.198
32165,appliances,0.086
32166,grocery,0.421
32167,electronics,0.364
32168,grocery,0.425
32169,fashion,0.125
32170,furniture,0.306
32171,appliances,0.285
32172,furniture,0.772
32173,fashion,0.208
32174,furniture,0.095
32175,electronics,0.144
32176,fashion,0.211
32177,grocery,0.211
32178,fashion,0.03
32179,appliances,0.227
32180,fashion,0.391
32181,appliances,0.336
32182,electronics,0.058
32183,fashion,0.047
32184,grocery,0.051
32185,electronics,0.216
32186,grocery,0.146
32187,furniture,0.241
32188,appliances,0.057
32189,grocery,0.188
32190,electronics,0.634
32191,fashion,0.052
32192,fashion,0.634
32193,grocery,0.234
32194,grocery,0.153
32195,electronics,0.52
32196,electronics,0.697
32197,appliances,0.229
32198,grocery,0.276
32199,electronics,0.176
32200,furniture,0.2
32201,appliances,0.289
32202,electronics,0.148
32203,furniture,0.169
32204,appliances,0.081
32205,furniture,0.081
32206,appliances,0.485
32207,fashion,0.068
32208,appliances,0.094
32209,fashion,0.327
32210,electronics,0.429
32211,electronics,0.199
32212,electronics,0.098
32213,furniture,0.18
32214,furniture,0.192
32215,electronics,0.439
32216,fashion,0.267
32217,appliances,0.268
32218,furniture,0.406
32219,electronics,0.415
32220,appliances,0.278
32221,electronics,0.137
32222,furniture,0.12
32223,fashion,0.073
32224,furniture,0.124
32225,grocery,0.402
32226,grocery,0.39
32227,appliances,0.454
32228,furniture,0.186
32229,fashion,0.202
32230,furniture,0.393
32231,furniture,0.568
32232,fashion,0.314
32233,appliances,0.574
32234,fashion,0.243
32235,furniture,0.381
32236,appliances,0.517
32237,electronics,0.181
32238,appliances,0.309
32239,electronics,0.26
32240,appliances,0.266
32241,electronics,0.336
32242,furniture,0.195
32243,furniture,0.192
32244,appliances,0.252
32245,fashion,0.094
32246,grocery,0.175
32247,grocery,0.753
32248,furniture,0.04
32249,appliances,0.21
32250,electronics,0.348
32251,grocery,0.23
32252,grocery,0.377
32253,electronics,0.309
32254,grocery,0.028
32255,electronics,0.533
32256,electronics,0.111
32257,grocery,0.064
32258,electronics,0.554
32259,fashion,0.112
32260,grocery,0.095
32261,appliances,0.292
32262,grocery,0.33
32263,electronics,0.173
32264,furniture,0.346
32265,fashion,0.238
32266,grocery,0.384
32267,electronics,0.221
32268,appliances,0.282
32269,grocery,0.523
32270,grocery,0.07
32271,furniture,0.223
32272,appliances,0.348
32273,fashion,0.18
32274,fashion,0.138
32275,fashion,0.114
32276,electronics,0.377
32277,fashion,0.355
32278,grocery,0.194
32279,grocery,0.387
32280,fashion,0.394
32281,grocery,0.122
32282,appliances,0.449
32283,fashion,0.061
32284,fashion,0.698
32285,fashion,0.465
32286,fashion,0.431
32287,electronics,0.459
32288,furniture,0.211
32289,fashion,0.261
32290,appliances,0.309
32291,electronics,0.442
32292,appliances,0.368
32293,furniture,0.294
32294,fashion,0.445
32295,grocery,0.138
32296,grocery,0.208
32297,electronics,0.336
32298,grocery,0.128
32299,furniture,0.146
32300,furniture,0.395
32301,appliances,0.175
32302,fashion,0.234
32303,grocery,0.048
32304,electronics,0.19
32305,grocery,0.384
32306,fashion,0.021
32307,electronics,0.261
32308,appliances,0.193
32309,grocery,0.204
32310,furniture,0.24
32311,furniture,0.343
32312,appliances,0.257
32313,appliances,0.118
32314,appliances,0.616
32315,furniture,0.746
32316,electronics,0.423
32317,furniture,0.143
32318,fashion,0.119
32319,appliances,0.104
32320,electronics,0.08
32321,appliances,0.245
32322,appliances,0.421
32323,grocery,0.16
32324,appliances,0.517
32325,grocery,0.089
32326,appliances,0.426
32327,electronics,0.286
32328,electronics,0.231
32329,grocery,0.433
32330,furniture,0.293
32331,grocery,0.546
32332,furniture,0.089
32333,furniture,0.192
32334,grocery,0.128
32335,grocery,0.408
32336,furniture,0.166
32337,grocery,0.116
32338,grocery,0.089
32339,grocery,0.376
32340,electronics,0.392
32341,appliances,0.19
32342,appliances,0.22
32343,electronics,0.385
32344,furniture,0.691
32345,electronics,0.529
32346,appliances,0.272
32347,fashion,0.711
32348,furniture,0.465
32349,appliances,0.594
32350,appliances,0.019
32351,fashion,0.464
32352,electronics,0.454
32353,electronics,0.122
32354,electronics,0.137
32355,grocery,0.043
32356,electronics,0.195
32357,appliances,0.283
32358,electronics,0.305
32359,appliances,0.418
32360,fashion,0.486
32361,fashion,0.251
32362,electronics,0.356
32363,fashion,0.281
32364,fashion,0.299
32365,grocery,0.661
32366,appliances,0.174
32367,grocery,0.089
32368,grocery,0.352
32369,furniture,0.437
32370,furniture,0.302
32371,appliances,0.476
32372,furniture,0.557
32373,appliances,0.636
32374,fashion,0.132
32375,electronics,0.116
32376,appliances,0.504
32377,furniture,0.37
32378,appliances,0.158
32379,appliances,0.322
32380,electronics,0.605
32381,grocery,0.298
32382,electronics,0.279
32383,electronics,0.165
32384,furniture,0.253
32385,furniture,0.659
32386,appliances,0.451
32387,electronics,0.476
32388,electronics,0.494
32389,grocery,0.259
32390,grocery,0.274
32391,electronics,0.214
32392,electronics,0.115
32393,electronics,0.171
32394,appliances,0.104
32395,electronics,0.122
32396,grocery,0.359
32397,grocery,0.224
32398,grocery,0.115
32399,furniture,0.184
32400,grocery,0.301
32401,appliances,0.052
32402,fashion,0.078
32403,fashion,0.791
32404,fashion,0.066
32405,appliances,0.206
32406,grocery,0.184
32407,furniture,0.089
32408,furniture,0.218
32409,fashion,0.554
32410,fashion,0.367
32411,electronics,0.452
32412,furniture,0.021
32413,furniture,0.118
32414,furniture,0.311
32415,fashion,0.305
32416,appliances,0.258
32417,grocery,0.389
32418,fashion,0.282
32419,furniture,0.341
32420,grocery,0.292
32421,grocery,0.472
32422,electronics,0.091
32423,appliances,0.264
32424,grocery,0.465
32425,furniture,0.317
32426,electronics,0.227
32427,furniture,0.119
32428,furniture,0.21
32429,grocery,0.15
32430,grocery,0.183
32431,electronics,0.118
32432,electronics,0.062
32433,grocery,0.078
32434,fashion,0.45
32435,electronics,0.212
32436,appliances,0.436
32437,furniture,0.069
32438,furniture,0.3
32439,furniture,0.234
32440,furniture,0.338
32441,furniture,0.532
32442,electronics,0.073
32443,grocery,0.159
32444,grocery,0.271
32445,fashion,0.244
32446,fashion,0.3
32447,appliances,0.627
32448,appliances,0.323
32449,furniture,0.139
32450,grocery,0.158
32451,furniture,0.197
32452,electronics,0.437
32453,electronics,0.392
32454,furniture,0.326
32455,grocery,0.315
32456,electronics,0.125
32457,electronics,0.558
32458,fashion,0.433
32459,electronics,0.086
32460,appliances,0.147
32461,grocery,0.178
32462,grocery,0.329
32463,electronics,0.356
32464,furniture,0.265
32465,furniture,0.205
32466,fashion,0.238
32467,electronics,0.504
32468,electronics,0.389
32469,grocery,0.478
32470,electronics,0.137
32471,grocery,0.063
32472,fashion,0.145
32473,furniture,0.321
32474,grocery,0.363
32475,electronics,0.047
32476,grocery,0.197
32477,furniture,0.166
32478,furniture,0.069
32479,fashion,0.602
32480,furniture,0.185
32481,appliances,0.293
32482,fashion,0.13
32483,appliances,0.13
32484,grocery,0.39
32485,furniture,0.301
32486,appliances,0.14
32487,grocery,0.32
32488,electronics,0.199
32489,furniture,0.3
32490,appliances,0.294
32491,fashion,0.091
32492,appliances,0.319
32493,grocery,0.607
32494,appliances,0.186
32495,furniture,0.49
32496,electronics,0.481
32497,fashion,0.413
32498,grocery,0.105
32499,fashion,0.508
32500,furniture,0.191
32501,appliances,0.291
32502,grocery,0.254
32503,appliances,0.173
32504,electronics,0.034
32505,grocery,0.177
32506,grocery,0.759
32507,appliances,0.442
32508,appliances,0.27
32509,furniture,0.087
32510,appliances,0.101
32511,grocery,0.063
32512,grocery,0.088
32513,fashion,0.853
32514,electronics,0.316
32515,electronics,0.098
32516,furniture,0.296
32517,appliances,0.106
32518,grocery,0.233
32519,electronics,0.156
32520,furniture,0.095
32521,appliances,0.428
32522,fashion,0.177
32523,appliances,0.286
32524,fashion,0.238
32525,furniture,0.531
32526,grocery,0.149
32527,appliances,0.222
32528,grocery,0.633
32529,fashion,0.311
32530,appliances,0.56
32531,grocery,0.299
32532,appliances,0.322
32533,appliances,0.382
32534,fashion,0.436
32535,furniture,0.321
32536,fashion,0.194
32537,fashion,0.147
32538,appliances,0.5
32539,grocery,0.275
32540,fashion,0.629
32541,fashion,0.067
32542,furniture,0.209
32543,grocery,0.059
32544,furniture,0.221
32545,electronics,0.314
32546,furniture,0.505
32547,appliances,0.113
32548,grocery,0.133
32549,appliances,0.333
32550,fashion,0.117
32551,furniture,0.073
32552,fashion,0.384
32553,electronics,0.037
32554,electronics,0.275
32555,appliances,0.351
32556,fashion,0.196
32557,furniture,0.28
32558,grocery,0.506
32559,fashion,0.272
32560,fashion,0.4
32561,appliances,0.226
32562,appliances,0.133
32563,fashion,0.437
32564,grocery,0.274
32565,fashion,0.1
32566,fashion,0.634
32567,electronics,0.443
32568,appliances,0.366
32569,electronics,0.359
32570,furniture,0.269
32571,grocery,0.101
32572,grocery,0.234
32573,appliances,0.163
32574,appliances,0.084
32575,grocery,0.178
32576,electronics,0.043
32577,electronics,0.521
32578,grocery,0.214
32579,fashion,0.552
32580,electronics,0.064
32581,furniture,0.236
32582,grocery,0.034
32583,electronics,0.189
32584,furniture,0.204
32585,appliances,0.182
32586,electronics,0.512
32587,grocery,0.2
32588,electronics,0.309
32589,grocery,0.399
32590,electronics,0.206
32591,grocery,0.246
32592,grocery,0.182
32593,appliances,0.258
32594,appliances,0.47
32595,appliances,0.101
32596,furniture,0.327
32597,furniture,0.182
32598,furniture,0.127
32599,electronics,0.112
32600,electronics,0.251
32601,furniture,0.259
32602,furniture,0.308
32603,electronics,0.332
32604,fashion,0.349
32605,fashion,0.261
32606,fashion,0.162
32607,fashion,0.33
32608,furniture,0.009
32609,grocery,0.322
32610,appliances,0.036
32611,grocery,0.012
32612,electronics,0.207
32613,fashion,0.338
32614,electronics,0.139
32615,furniture,0.373
32616,grocery,0.153
32617,fashion,0.227
32618,fashion,0.107
32619,appliances,0.685
32620,fashion,0.422
32621,fashion,0.539
32622,appliances,0.059
32623,fashion,0.05
32624,appliances,0.197
32625,appliances,0.214
32626,furniture,0.274
32627,electronics,0.058
32628,furniture,0.175
32629,furniture,0.224
32630,grocery,0.218
32631,furniture,0.075
32632,furniture,0.17
32633,electronics,0.699
32634,fashion,0.182
32635,electronics,0.417
32636,appliances,0.244
32637,appliances,0.418
32638,grocery,0.357
32639,fashion,0.253
32640,furniture,0.399
32641,appliances,0.151
32642,appliances,0.324
32643,grocery,0.099
32644,furniture,0.112
32645,appliances,0.273
32646,grocery,0.159
32647,electronics,0.465
32648,furniture,0.138
32649,furniture,0.296
32650,fashion,0.739
32651,electronics,0.222
32652,electronics,0.573
32653,furniture,0.059
32654,electronics,0.325
32655,furniture,0.388
32656,fashion,0.057
32657,fashion,0.393
32658,fashion,0.331
32659,grocery,0.199
32660,appliances,0.194
32661,electronics,0.014
32662,grocery,0.095
32663,grocery,0.059
32664,electronics,0.528
32665,grocery,0.433
32666,appliances,0.034
32667,fashion,0.356
32668,appliances,0.482
32669,furniture,0.168
32670,electronics,0.062
32671,fashion,0.055
32672,fashion,0.105
32673,electronics,0.249
32674,fashion,0.195
32675,fashion,0.554
32676,furniture,0.076
32677,electronics,0.043
32678,appliances,0.194
32679,electronics,0.211
32680,furniture,0.311
32681,furniture,0.125
32682,appliances,0.141
32683,electronics,0.427
32684,furniture,0.207
32685,furniture,0.309
32686,furniture,0.287
32687,grocery,0.351
32688,appliances,0.357
32689,fashion,0.258
32690,fashion,0.397
32691,furniture,0.285
32692,electronics,0.317
32693,grocery,0.355
32694,grocery,0.081
32695,appliances,0.237
32696,grocery,0.192
32697,furniture,0.15
32698,electronics,0.223
32699,grocery,0.36
32700,appliances,0.345
32701,grocery,0.519
32702,electronics,0.232
32703,furniture,0.45
32704,grocery,0.314
32705,appliances,0.076
32706,grocery,0.421
32707,appliances,0.397
32708,appliances,0.236
32709,grocery,0.377
32710,electronics,0.561
32711,grocery,0.243
32712,grocery,0.308
32713,furniture,0.369
32714,appliances,0.018
32715,grocery,0.354
32716,appliances,0.413
32717,appliances,0.1
32718,fashion,0.579
32719,grocery,0.292
32720,grocery,0.273
32721,grocery,0.049
32722,grocery,0.36
32723,fashion,0.318
32724,furniture,0.455
32725,furniture,0.664
32726,electronics,0.263
32727,grocery,0.556
32728,fashion,0.578
32729,grocery,0.207
32730,fashion,0.152
32731,fashion,0.381
32732,furniture,0.426
32733,furniture,0.074
32734,electronics,0.239
32735,furniture,0.338
32736,appliances,0.51
32737,appliances,0.363
32738,grocery,0.372
32739,grocery,0.029
32740,furniture,0.17
32741,fashion,0.263
32742,fashion,0.417
32743,furniture,0.364
32744,electronics,0.33
32745,grocery,0.395
32746,fashion,0.241
32747,fashion,0.041
32748,grocery,0.224
32749,appliances,0.029
32750,fashion,0.285
32751,fashion,0.491
32752,appliances,0.709
32753,fashion,0.168
32754,furniture,0.292
32755,fashion,0.25
32756,grocery,0.378
32757,furniture,0.266
32758,electronics,0.356
32759,fashion,0.508
32760,grocery,0.351
32761,electronics,0.051
32762,grocery,0.245
32763,appliances,0.051
32764,furniture,0.498
32765,furniture,0.517
32766,appliances,0.371
32767,furniture,0.32
32768,electronics,0.073
32769,electronics,0.493
32770,fashion,0.251
32771,appliances,0.199
32772,electronics,0.095
32773,appliances,0.206
32774,electronics,0.317
32775,furniture,0.447
32776,fashion,0.255
32777,furniture,0.13
32778,grocery,0.22
32779,fashion,0.65
32780,appliances,0.312
32781,furniture,0.313
32782,electronics,0.094
32783,fashion,0.38
32784,furniture,0.116
32785,electronics,0.218
32786,fashion,0.073
32787,appliances,0.312
32788,appliances,0.195
32789,appliances,0.436
32790,electronics,0.47
32791,appliances,0.313
32792,grocery,0.07
32793,electronics,0.115
32794,grocery,0.203
32795,grocery,0.566
32796,appliances,0.377
32797,furniture,0.11
32798,electronics,0.173
32799,electronics,0.346
32800,grocery,0.184
32801,fashion,0.325
32802,grocery,0.218
32803,electronics,0.238
32804,appliances,0.165
32805,fashion,0.064
32806,appliances,0.321
32807,appliances,0.082
32808,fashion,0.135
32809,fashion,0.333
32810,fashion,0.281
32811,furniture,0.355
32812,furniture,0.398
32813,furniture,0.309
32814,grocery,0.429
32815,electronics,0.41
32816,fashion,0.146
32817,electronics,0.12
32818,appliances,0.348
32819,appliances,0.197
32820,grocery,0.185
32821,fashion,0.207
32822,fashion,0.246
32823,fashion,0.106
32824,grocery,0.351
32825,grocery,0.312
32826,electronics,0.163
32827,grocery,0.495
32828,furniture,0.436
32829,fashion,0.485
32830,electronics,0.091
32831,grocery,0.189
32832,electronics,0.223
32833,fashion,0.514
32834,fashion,0.571
32835,electronics,0.58
32836,electronics,0.431
32837,appliances,0.539
32838,grocery,0.1
32839,furniture,0.142
32840,fashion,0.582
32841,fashion,0.188
32842,fashion,0.139
32843,electronics,0.246
32844,appliances,0.338
32845,electronics,0.11
32846,appliances,0.396
32847,appliances,0.241
32848,appliances,0.24
32849,electronics,0.119
32850,electronics,0.417
32851,grocery,0.146
32852,electronics,0.332
32853,fashion,0.149
32854,electronics,0.29
32855,grocery,0.311
32856,fashion,0.493
32857,fashion,0.116
32858,electronics,0.481
32859,furniture,0.11
32860,electronics,0.331
32861,grocery,0.416
32862,grocery,0.335
32863,furniture,0.091
32864,furniture,0.142
32865,fashion,0.504
32866,furniture,0.532
32867,fashion,0.321
32868,electronics,0.156
32869,electronics,0.433
32870,fashion,0.181
32871,furniture,0.243
32872,electronics,0.535
32873,fashion,0.69
32874,electronics,0.023
32875,fashion,0.167
32876,grocery,0.481
32877,grocery,0.23
32878,appliances,0.34
32879,appliances,0.096
32880,appliances,0.082
32881,fashion,0.032
32882,electronics,0.597
32883,appliances,0.179
32884,furniture,0.041
32885,grocery,0.502
32886,electronics,0.384
32887,fashion,0.206
32888,electronics,0.133
32889,furniture,0.108
32890,fashion,0.45
32891,electronics,0.189
32892,appliances,0.273
32893,electronics,0.141
32894,appliances,0.325
32895,furniture,0.368
32896,furniture,0.413
32897,furniture,0.658
32898,furniture,0.373
32899,furniture,0.196
32900,grocery,0.021
32901,electronics,0.316
32902,fashion,0.177
32903,grocery,0.136
32904,appliances,0.173
32905,appliances,0.566
32906,appliances,0.098
32907,fashion,0.15
32908,grocery,0.282
32909,fashion,0.428
32910,furniture,0.315
32911,appliances,0.146
32912,furniture,0.243
32913,appliances,0.41
32914,electronics,0.25
32915,fashion,0.415
32916,grocery,0.261
32917,grocery,0.121
32918,electronics,0.192
32919,fashion,0.452
32920,fashion,0.212
32921,furniture,0.297
32922,appliances,0.36
32923,fashion,0.756
32924,furniture,0.297
32925,furniture,0.494
32926,furniture,0.209
32927,appliances,0.102
32928,furniture,0.176
32929,grocery,0.12
32930,fashion,0.149
32931,grocery,0.34
32932,grocery,0.183
32933,appliances,0.102
32934,furniture,0.663
32935,fashion,0.585
32936,grocery,0.238
32937,furniture,0.274
32938,appliances,0.213
32939,electronics,0.405
32940,fashion,0.106
32941,fashion,0.215
32942,electronics,0.082
32943,fashion,0.363
32944,grocery,0.321
32945,grocery,0.274
32946,fashion,0.285
32947,electronics,0.227
32948,appliances,0.17
32949,grocery,0.427
32950,electronics,0.438
32951,electronics,0.12
32952,electronics,0.093
32953,electronics,0.133
32954,appliances,0.211
32955,furniture,0.064
32956,grocery,0.247
32957,electronics,0.292
32958,fashion,0.186
32959,furniture,0.239
32960,furniture,0.224
32961,fashion,0.124
32962,fashion,0.379
32963,fashion,0.427
32964,furniture,0.421
32965,fashion,0.361
32966,appliances,0.375
32967,grocery,0.177
32968,electronics,0.46
32969,fashion,0.178
32970,fashion,0.254
32971,fashion,0.036
32972,electronics,0.306
32973,furniture,0.006
32974,fashion,0.253
32975,appliances,0.091
32976,appliances,0.157
32977,furniture,0.477
32978,grocery,0.542
32979,appliances,0.29
32980,electronics,0.581
32981,appliances,0.316
32982,furniture,0.138
32983,fashion,0.187
32984,furniture,0.115
32985,grocery,0.193
32986,appliances,0.164
32987,furniture,0.247
32988,appliances,0.412
32989,furniture,0.188
32990,grocery,0.14
32991,grocery,0.488
32992,electronics,0.25
32993,appliances,0.021
32994,grocery,0.073
32995,appliances,0.315
32996,grocery,0.171
32997,appliances,0.096
32998,appliances,0.182
32999,grocery,0.309
33000,grocery,0.115
33001,electronics,0.234
33002,electronics,0.494
33003,electronics,0.317
33004,grocery,0.604
33005,grocery,0.352
33006,electronics,0.198
33007,furniture,0.447
33008,electronics,0.062
33009,fashion,0.214
33010,grocery,0.537
33011,electronics,0.18
33012,electronics,0.335
33013,fashion,0.39
33014,electronics,0.464
33015,furniture,0.101
33016,furniture,0.613
33017,furniture,0.653
33018,furniture,0.392
33019,grocery,0.104
33020,fashion,0.269
33021,fashion,0.262
33022,grocery,0.393
33023,electronics,0.3
33024,grocery,0.204
33025,fashion,0.168
33026,fashion,0.346
33027,furniture,0.121
33028,furniture,0.262
33029,appliances,0.125
33030,electronics,0.142
33031,fashion,0.426
33032,grocery,0.195
33033,grocery,0.145
33034,electronics,0.027
33035,electronics,0.133
33036,grocery,0.169
33037,grocery,0.246
33038,furniture,0.317
33039,grocery,0.123
33040,furniture,0.188
33041,electronics,0.346
33042,fashion,0.385
33043,fashion,0.204
33044,fashion,0.278
33045,electronics,0.32
33046,appliances,0.077
33047,fashion,0.305
33048,grocery,0.306
33049,appliances,0.222
33050,appliances,0.712
33051,electronics,0.059
33052,furniture,0.201
33053,fashion,0.337
33054,furniture,0.608
33055,grocery,0.335
33056,electronics,0.386
33057,furniture,0.368
33058,appliances,0.066
33059,grocery,0.08
33060,grocery,0.137
33061,furniture,0.19
33062,furniture,0.272
33063,furniture,0.638
33064,appliances,0.086
33065,appliances,0.233
33066,grocery,0.104
33067,furniture,0.476
33068,furniture,0.097
33069,grocery,0.166
33070,fashion,0.653
33071,grocery,0.383
33072,grocery,0.55
33073,grocery,0.212
33074,appliances,0.433
33075,electronics,0.338
33076,appliances,0.137
33077,fashion,0.203
33078,grocery,0.271
33079,grocery,0.109
33080,appliances,0.281
33081,grocery,0.203
33082,electronics,0.063
33083,grocery,0.302
33084,grocery,0.31
33085,fashion,0.404
33086,fashion,0.37
33087,fashion,0.363
33088,furniture,0.217
33089,appliances,0.386
33090,fashion,0.505
33091,electronics,0.553
33092,furniture,0.326
33093,grocery,0.295
33094,grocery,0.213
33095,electronics,0.365
33096,furniture,0.288
33097,fashion,0.234
33098,fashion,0.286
33099,fashion,0.222
33100,electronics,0.804
33101,fashion,0.477
33102,grocery,0.596
33103,grocery,0.251
33104,fashion,0.245
33105,fashion,0.231
33106,electronics,0.491
33107,electronics,0.068
33108,fashion,0.264
33109,furniture,0.523
33110,grocery,0.054
33111,fashion,0.303
33112,furniture,0.289
33113,electronics,0.318
33114,appliances,0.183
33115,grocery,0.138
33116,furniture,0.508
33117,fashion,0.32
33118,electronics,0.085
33119,electronics,0.497
33120,furniture,0.185
33121,fashion,0.386
33122,appliances,0.16
33123,grocery,0.104
33124,furniture,0.141
33125,grocery,0.165
33126,grocery,0.044
33127,electronics,0.399
33128,furniture,0.077
33129,furniture,0.259
33130,fashion,0.104
33131,appliances,0.091
33132,appliances,0.192
33133,furniture,0.327
33134,furniture,0.174
33135,furniture,0.516
33136,grocery,0.381
33137,grocery,0.211
33138,grocery,0.129
33139,appliances,0.305
33140,grocery,0.078
33141,fashion,0.291
33142,electronics,0.599
33143,electronics,0.234
33144,grocery,0.128
33145,furniture,0.043
33146,furniture,0.33
33147,fashion,0.028
33148,furniture,0.21
33149,furniture,0.32
33150,appliances,0.317
33151,appliances,0.311
33152,grocery,0.068
33153,electronics,0.27
33154,appliances,0.318
33155,appliances,0.588
33156,furniture,0.152
33157,furniture,0.23
33158,electronics,0.53
33159,furniture,0.064
33160,furniture,0.11
33161,appliances,0.399
33162,appliances,0.173
33163,fashion,0.246
33164,furniture,0.518
33165,furniture,0.224
33166,furniture,0.237
33167,fashion,0.21
33168,furniture,0.313
33169,fashion,0.162
33170,fashion,0.196
33171,fashion,0.145
33172,grocery,0.082
33173,electronics,0.134
33174,appliances,0.175
33175,electronics,0.247
33176,fashion,0.164
33177,grocery,0.501
33178,grocery,0.127
33179,appliances,0.307
33180,appliances,0.26
33181,electronics,0.231
33182,grocery,0.436
33183,appliances,0.281
33184,fashion,0.289
33185,fashion,0.097
33186,electronics,0.251
33187,grocery,0.408
33188,furniture,0.262
33189,appliances,0.116
33190,fashion,0.043
33191,appliances,0.378
33192,electronics,0.174
33193,grocery,0.086
33194,furniture,0.261
33195,appliances,0.355
33196,furniture,0.246
33197,grocery,0.485
33198,fashion,0.434
33199,furniture,0.502
33200,grocery,0.153
33201,grocery,0.537
33202,furniture,0.505
33203,appliances,0.052
33204,grocery,0.078
33205,furniture,0.511
33206,fashion,0.058
33207,appliances,0.335
33208,furniture,0.21
33209,grocery,0.236
33210,grocery,0.278
33211,appliances,0.488
33212,appliances,0.304
33213,furniture,0.248
33214,furniture,0.316
33215,electronics,0.131
33216,grocery,0.25
33217,appliances,0.317
33218,furniture,0.027
33219,furniture,0.55
33220,furniture,0.328
